person	position	declaration_year	source_type	point_code	point_title	declarer/family	content	Sum1_property	Sum2_leasing	Name_of_country	Name_of_currency	Sum3_income_in_currency	block	additional_information	decl_section	
Яніцький Василь Петрович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	3654,00							3654,00	Розділ II. Відомості про доходи
Яніцький Василь Петрович		2014			дивіденти, проценти	декларант	1770,00							1770,00	Розділ II. Відомості про доходи
Яніцький Василь Петрович		2014			дохід від провадження підприємницької та незалежної професійної діяльності	декларант	2000000,00							2000000,00	Розділ II. Відомості про доходи
Яніцький Василь Петрович		2014			дохід від відчуження цінних паперів та корпоративних прав	декларант	11040,00							11040,00	Розділ II. Відомості про доходи
Яніцький Василь Петрович		2014			Земельні ділянки	декларант	3529 							3529 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Земельні ділянки	декларант	2470 							2470 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Земельні ділянки	декларант	1800 							1800 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Житлові будинки	декларант	319,5 							319,5 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Квартири	декларант	129,1 							129,1 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Квартири	декларант	49,4 							49,4 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Квартири	декларант	122,8 							122,8 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Інше нерухоме майно	декларант	19,3 							19,3 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Інше нерухоме майно	декларант	15,6 							15,6 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Земельні ділянки	сім'я	1437 							1437 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Земельні ділянки	сім'я	650 							650 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Квартири	сім'я	283 							283 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Квартири	сім'я	282,3 							282,3 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Квартири	сім'я	282,1 							282,1 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2014			Автомобілі легкові	декларант	Тойота Ленд Крузер 200, 4664 куб.см , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Яніцький Василь Петрович		2014			Автомобілі легкові	сім'я	LEXUS RX 350; 3456 куб.см , 2007 р.в.								Розділ IV. Відомості про транспортні засоби
Яніцький Василь Петрович		2014			Сума коштів на рахунках у банках та інших фінансових установах, у т.ч.:	декларант	2051500,00 - Банк ОТП 							2051500,00 - Банк ОТП 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Яніцький Василь Петрович		2014			Номінальна вартість цінних паперів, у т.ч.:	декларант	2427300,00 							2427300,00 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Яніцький Василь Петрович		2014			Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації, у т.ч.:	декларант	2010600,00 							2010600,00 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Яніцький Василь Петрович		2014			внесених у звітному році	декларант	35662,50 							35662,50 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Яніцький Василь Петрович		2014			Сума коштів на рахунках у банках та інших фінансових установах	сім'я	799300,00 - Банк ОТП 							799300,00 - Банк ОТП 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Яніцький Василь Петрович		2013			Член сім`ї декларанта		Дружина, Яніцька О.І.								Розділ I. Загальні відомості
Яніцький Василь Петрович		2013			Член сім`ї декларанта		Син, Яніцький В.В.								Розділ I. Загальні відомості
Яніцький Василь Петрович		2013			Член сім`ї декларанта		Син, Яніцький О.В.								Розділ I. Загальні відомості
Яніцький Василь Петрович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	223 959							223 959	Розділ II. Відомості про доходи
Яніцький Василь Петрович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	5 357							5 357	Розділ II. Відомості про доходи
Яніцький Василь Петрович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	223 959							223 959	Розділ II. Відомості про доходи
Яніцький Василь Петрович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	5 357							5 357	Розділ II. Відомості про доходи
Яніцький Василь Петрович		2013			Земельні ділянки	декларант	3 529 							3 529 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Земельні ділянки	декларант	2 470 							2 470 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Земельні ділянки	декларант	1 800 							1 800 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Житлові будинки	декларант	319,5 							319,5 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Квартири	декларант	129,1 							129,1 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Квартири	декларант	49,4 							49,4 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Квартири	декларант	122,8 							122,8 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Інше нерухоме майно	декларант	19,3(автостоянка) 							19,3(автостоянка) 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Інше нерухоме майно	декларант	15,6(автостоянка) 							15,6(автостоянка) 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Земельні ділянки	сім'я	1 437 							1 437 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Земельні ділянки	сім'я	650 							650 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Квартири	сім'я	283 							283 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Квартири	сім'я	282,3 							282,3 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Квартири	сім'я	282,1 							282,1 	Розділ III. Відомості про нерухоме майно
Яніцький Василь Петрович		2013			Автомобілі легкові	декларант	Тойота Ленд Крузер 200, 4664 куб.см , 2008 р.в.								Розділ IV. Відомості про транспортні засоби
Яніцький Василь Петрович		2013			Автомобілі легкові	сім'я	LEXUS RX 350, 3456 куб.см , 2007 р.в.								Розділ IV. Відомості про транспортні засоби
Яніцький Василь Петрович		2013			Сума коштів на рахунках у банках та інших фінансових установах, у т.ч.:	декларант	2 051 500ОТР Банк 							2 051 500ОТР Банк 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Яніцький Василь Петрович		2013			Номінальна вартість цінних паперів, у т.ч.:	декларант	2 427 300 							2 427 300 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Яніцький Василь Петрович		2013			Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації, у т.ч.:	декларант	2 010 600 							2 010 600 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Яніцький Василь Петрович		2013			Сума коштів на рахунках у банках та інших фінансових установах	сім'я	799 300ОТР Банк 							799 300ОТР Банк 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Савчук Юрій Петрович		2014			Член сім`ї декларанта		Дружина, Савчук Н.О.								Розділ I. Загальні відомості
Савчук Юрій Петрович		2014			Член сім`ї декларанта		Син, Савчук С.Ю.								Розділ I. Загальні відомості
Савчук Юрій Петрович		2014			Член сім`ї декларанта		Син, Савчук К.Ю.								Розділ I. Загальні відомості
Савчук Юрій Петрович		2014			Член сім`ї декларанта		Донька, Савчук К.Ю.								Розділ I. Загальні відомості
Савчук Юрій Петрович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	173107								Розділ II. Відомості про доходи
Савчук Юрій Петрович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	173107								Розділ II. Відомості про доходи
Савчук Юрій Петрович		2014			Земельні ділянки	декларант	3100 							3100 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2014			Квартири	декларант	9,13 							9,13 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2014			Земельні ділянки	сім'я	1000 							1000 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2014			Житлові будинки	сім'я	313 							313 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2014			Квартири	сім'я	134,6 							134,6 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2014			Квартири	сім'я	27,39 							27,39 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2014			Квартири	сім'я	36,8 							36,8 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2014			Автомобілі легкові	декларант	Nissan Navara, 2,5 куб.см, 140 кВт, 522 см , 2007 р.в.								Розділ IV. Відомості про транспортні засоби
Савчук Юрій Петрович		2014			Автомобілі легкові	декларант	Toyota Land Cruiser 200; 4,5 куб.см, 173 кВт, 495 см , 2012 р.в.								Розділ IV. Відомості про транспортні засоби
Савчук Юрій Петрович		2014			Водні засоби	декларант	"Лодка ""Южанка"", 30 куб.см; 22,1 кВт; 450 см , 1994 р.в."								Розділ IV. Відомості про транспортні засоби
Савчук Юрій Петрович		2014			Автомобілі легкові	сім'я	LEXUS RX 350; 3,5 куб.см, 204 кВт, 474 см , 2010 р.в.								Розділ IV. Відомості про транспортні засоби
Савчук Юрій Петрович		2014			Погашення основної суми позики (кредиту)	декларант	236175 							236175 	Розділ VI. Відомості про фінансові зобов'язання 
Савчук Юрій Петрович		2014			Погашення суми процентів за позикою (кредитом)	декларант	244069 							244069 	Розділ VI. Відомості про фінансові зобов'язання 
Савчук Юрій Петрович		2013			Член сім`ї декларанта		Дружина, Савчук Н.О.								Розділ I. Загальні відомості
Савчук Юрій Петрович		2013			Член сім`ї декларанта		Син, Савчук С.Ю.								Розділ I. Загальні відомості
Савчук Юрій Петрович		2013			Член сім`ї декларанта		Син, Савчук К.Ю.								Розділ I. Загальні відомості
Савчук Юрій Петрович		2013			Член сім`ї декларанта		Дочка, Савчук К.Ю.								Розділ I. Загальні відомості
Савчук Юрій Петрович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	237478								Розділ II. Відомості про доходи
Савчук Юрій Петрович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	14760								Розділ II. Відомості про доходи
Савчук Юрій Петрович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	202384								Розділ II. Відомості про доходи
Савчук Юрій Петрович		2013			матеріальна допомога	декларант	35094								Розділ II. Відомості про доходи
Савчук Юрій Петрович		2013			дохід від провадження підприємницької та незалежної професійної діяльності	сім'я	14760								Розділ II. Відомості про доходи
Савчук Юрій Петрович		2013			Земельні ділянки	декларант	3100 							3100 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2013			Квартири	декларант	9,13 							9,13 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2013			Земельні ділянки	сім'я	1000 							1000 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2013			Житлові будинки	сім'я	313 							313 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2013			Квартири	сім'я	134,6 							134,6 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2013			Квартири	сім'я	27,39 							27,39 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2013			Квартири	сім'я	36,8 							36,8 	Розділ III. Відомості про нерухоме майно
Савчук Юрій Петрович		2013			Автомобілі легкові	декларант	Nissan Navara, 2,5 куб.см, 140 кВт, 522 см , 2007 р.в.								Розділ IV. Відомості про транспортні засоби
Савчук Юрій Петрович		2013			Автомобілі легкові	декларант	Toyota Land Cruiser  200, 4,5 куб.см, 173 кВт 495 см , 2012 р.в.								Розділ IV. Відомості про транспортні засоби
Савчук Юрій Петрович		2013			Водні засоби	декларант	"Лодка ""Южанка"", 30 куб.см, 22,1 кВт, 450 см , 1994 р.в."								Розділ IV. Відомості про транспортні засоби
Савчук Юрій Петрович		2013			Автомобілі легкові	сім'я	Lexus RX 350, 3,5 куб.см, 204 кВт, 474 см , 2010 р.в.								Розділ IV. Відомості про транспортні засоби
Савчук Юрій Петрович		2013			Погашення основної суми позики (кредиту)	декларант	204161 							204161 	Розділ VI. Відомості про фінансові зобов'язання 
Савчук Юрій Петрович		2013			Погашення суми процентів за позикою (кредитом)	декларант	105623 							105623 	Розділ VI. Відомості про фінансові зобов'язання 
Савчук Юрій Петрович		2013			Погашення основної суми позики (кредиту)	сім'я	59252 							59252 	Розділ VI. Відомості про фінансові зобов'язання 
Савчук Юрій Петрович		2013			Погашення суми процентів за позикою (кредитом)	сім'я	2940 							2940 	Розділ VI. Відомості про фінансові зобов'язання 
Кремінь Тарас Дмитрович		2014			Член сім`ї декларанта		дружина, Кремінь Ю.В.								Розділ I. Загальні відомості
Кремінь Тарас Дмитрович		2014			Член сім`ї декларанта		донька, Кремінь М.Т.								Розділ I. Загальні відомості
Кремінь Тарас Дмитрович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	163621								Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	11193								Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	146146								Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2014			дохід від викладацької, наукової і творчої діяльності, медичної практики, інструкторської та суддівської практики із спорту	декларант	17418								Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2014			матеріальна допомога	сім'я	11193								Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2014			інші види доходів (не зазначені у позиціях 6-19)	декларант	57								Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2014			Квартири	декларант	67,0 							67,0 	Розділ III. Відомості про нерухоме майно
Кремінь Тарас Дмитрович		2014			Погашення основної суми позики (кредиту)	декларант	6 563 							6 563 	Розділ VI. Відомості про фінансові зобов'язання 
Кремінь Тарас Дмитрович		2014			Погашення суми процентів за позикою (кредитом)	декларант	4 538 							4 538 	Розділ VI. Відомості про фінансові зобов'язання 
Кремінь Тарас Дмитрович		2013			Член сім`ї декларанта		Дружина, Кремінь Ю.В.								Розділ I. Загальні відомості
Кремінь Тарас Дмитрович		2013			Член сім`ї декларанта		Донька, Кремінь М.Т.								Розділ I. Загальні відомості
Кремінь Тарас Дмитрович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	76 581,4							76 581,4	Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	25 176,6							25 176,6	Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	37 919,36							37 919,36	Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	15 000							15 000	Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2013			дохід від викладацької, наукової і творчої діяльності, медичної практики, інструкторської та суддівської практики із спорту	декларант	38 662,0							38 662,0	Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2013			інші види доходів (не зазначені у позиціях 6-19)	сім'я	10 176,6							10 176,6	Розділ II. Відомості про доходи
Кремінь Тарас Дмитрович		2013			Квартири	декларант	67,0 							67,0 	Розділ III. Відомості про нерухоме майно
Кремінь Тарас Дмитрович		2013			Погашення основної суми позики (кредиту)	декларант	6 567,33 							6 567,33 	Розділ VI. Відомості про фінансові зобов'язання 
Кремінь Тарас Дмитрович		2013			Погашення суми процентів за позикою (кредитом)	декларант	4 538,94 							4 538,94 	Розділ VI. Відомості про фінансові зобов'язання 
Бабенко Валерій Борисович		2014			Член сім`ї декларанта		дружина, Бабенко Т.Ф.								Розділ I. Загальні відомості
Бабенко Валерій Борисович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	127335								Розділ II. Відомості про доходи
Бабенко Валерій Борисович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	149269								Розділ II. Відомості про доходи
Бабенко Валерій Борисович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	127335								Розділ II. Відомості про доходи
Бабенко Валерій Борисович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	149269								Розділ II. Відомості про доходи
Бабенко Валерій Борисович		2014			Земельні ділянки	декларант	1200 							1200 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2014			Квартири	декларант	120,7 							120,7 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2014			Квартири	декларант	66,2 							66,2 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2014			Інше нерухоме майно	декларант	18 							18 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2014			Земельні ділянки	сім'я	1200 							1200 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2014			Земельні ділянки	сім'я	5000 							5000 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2014			Житлові будинки	сім'я	225,8 							225,8 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2014			Квартири	сім'я	55,7 							55,7 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2014			Автомобілі легкові	декларант	Infiniti Ex-35 (3500; 222) , 2009 р.в.								Розділ IV. Відомості про транспортні засоби
Бабенко Валерій Борисович		2014			Автомобілі легкові	декларант	Mitsubishi Outlander XL (2400; 125) , 2010 р.в.								Розділ IV. Відомості про транспортні засоби
Бабенко Валерій Борисович		2014			Автомобілі легкові	сім'я	Nissan Primera (1800; 84) , 2005 р.в.								Розділ IV. Відомості про транспортні засоби
Бабенко Валерій Борисович		2013			Член сім`ї декларанта		Дружина, Бабенко Т.Ф.								Розділ I. Загальні відомості
Бабенко Валерій Борисович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	203 481							203 481	Розділ II. Відомості про доходи
Бабенко Валерій Борисович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	169 543							169 543	Розділ II. Відомості про доходи
Бабенко Валерій Борисович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	169 543							169 543	Розділ II. Відомості про доходи
Бабенко Валерій Борисович		2013			інші види доходів (не зазначені у позиціях 6-19)	декларант	203 481							203 481	Розділ II. Відомості про доходи
Бабенко Валерій Борисович		2013			Земельні ділянки	декларант	1 200 							1 200 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2013			Квартири	декларант	120,7 							120,7 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2013			Квартири	декларант	66,2 							66,2 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2013			Інше нерухоме майно	декларант	18(машиномісце) 							18(машиномісце) 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2013			Земельні ділянки	сім'я	1 200 							1 200 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2013			Земельні ділянки	сім'я	5 000 							5 000 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2013			Житлові будинки	сім'я	225,8 							225,8 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2013			Квартири	сім'я	55,7 							55,7 	Розділ III. Відомості про нерухоме майно
Бабенко Валерій Борисович		2013			Автомобілі легкові	декларант	Infinity EX-35, 3500 куб.см, 222 кВт, 463,5 см , 2009 р.в.								Розділ IV. Відомості про транспортні засоби
Бабенко Валерій Борисович		2013			Автомобілі легкові	декларант	Mitsubishi Outlander XL,2400 куб.см, 125 кВт,466,5 см , 2010 р.в.								Розділ IV. Відомості про транспортні засоби
Бабенко Валерій Борисович		2013			Автомобілі легкові	сім'я	Nissan Primera, 1800 куб.см, 84 кВт, 456,7 см , 2005 р.в.								Розділ IV. Відомості про транспортні засоби
Лозовой Андрій Сергійович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	32750								Розділ II. Відомості про доходи
Лозовой Андрій Сергійович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	32750								Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2014			Член сім`ї декларанта		Дружина, Гордєєва Є.С.								Розділ I. Загальні відомості
Гордєєв Андрій Анатолійович		2014			Член сім`ї декларанта		Син, Гордєєв К.А.								Розділ I. Загальні відомості
Гордєєв Андрій Анатолійович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	48613,11							48613,11	Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	10200								Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	48613,11							48613,11	Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2014			матеріальна допомога	сім'я	10200								Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2014			Земельні ділянки	декларант	2500 							2500 	Розділ III. Відомості про нерухоме майно
Гордєєв Андрій Анатолійович		2014			Житлові будинки	декларант	1/2 частина 85 							1/2 частина 85 	Розділ III. Відомості про нерухоме майно
Гордєєв Андрій Анатолійович		2014			Житлові будинки	сім'я	170 							170 	Розділ III. Відомості про нерухоме майно
Гордєєв Андрій Анатолійович		2014			Автомобілі легкові	декларант	КІА Sportage (1685 куб.см) , 2013 р.в.	213610.00 							Розділ IV. Відомості про транспортні засоби
Гордєєв Андрій Анатолійович		2014			Погашення основної суми позики (кредиту)	декларант	11000 							11000 	Розділ VI. Відомості про фінансові зобов'язання 
Гордєєв Андрій Анатолійович		2013			Член сім`ї декларанта		Дружина, Гордєєва Є.С.								Розділ I. Загальні відомості
Гордєєв Андрій Анатолійович		2013			Член сім`ї декларанта		Син, Гордєєв К.А.								Розділ I. Загальні відомості
Гордєєв Андрій Анатолійович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	230 000,00							230 000,00	Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2013			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	31 000,00							31 000,00	Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	70 000,00							70 000,00	Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2013			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	11 000,00							11 000,00	Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2013			матеріальна допомога	сім'я	20 000,00							20 000,00	Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2013			дохід від відчуження цінних паперів та корпоративних прав	декларант	160 000,00							160 000,00	Розділ II. Відомості про доходи
Гордєєв Андрій Анатолійович		2013			Земельні ділянки	декларант	2 500 							2 500 	Розділ III. Відомості про нерухоме майно
Гордєєв Андрій Анатолійович		2013			Житлові будинки	декларант	85 (1/2 частина) 							85 (1/2 частина) 	Розділ III. Відомості про нерухоме майно
Гордєєв Андрій Анатолійович		2013			Житлові будинки	сім'я	170 							170 	Розділ III. Відомості про нерухоме майно
Гордєєв Андрій Анатолійович		2013			Автомобілі легкові	декларант	KIA Sportage, 1685 куб.см , 2013 р.в.	231 610,00 							Розділ IV. Відомості про транспортні засоби
Гордєєв Андрій Анатолійович		2013			Автомобілі легкові	декларант	Hyundai Matrix, 1600 куб.см , 2004 р.в.								Розділ IV. Відомості про транспортні засоби
Гордєєв Андрій Анатолійович		2013			Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації, у т.ч.:	декларант	500,00 							500,00 	Розділ V. Відомості про вклади в банках, цінні папери та інші активи
Гордєєв Андрій Анатолійович		2013			Добровільне страхування	сім'я	4 000,00 							4 000,00 	Розділ VI. Відомості про фінансові зобов'язання 
Чижмарь Юрій Васильович		2014			Член сім`ї декларанта		дружина, Чижмарь К.І.								Розділ I. Загальні відомості
Чижмарь Юрій Васильович		2014			Член сім`ї декларанта		син, Чижмарь В.Ю.								Розділ I. Загальні відомості
Чижмарь Юрій Васильович		2014			Член сім`ї декларанта		донька, Чижмарь А.Ю.								Розділ I. Загальні відомості
Чижмарь Юрій Васильович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	декларант	815500								Розділ II. Відомості про доходи
Чижмарь Юрій Васильович		2014			Загальна сума сукупного доходу, гривні, у т. ч.:	сім'я	26000								Розділ II. Відомості про доходи
Чижмарь Юрій Васильович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	декларант	5500								Розділ II. Відомості про доходи
Чижмарь Юрій Васильович		2014			заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7,8)	сім'я	26000								Розділ II. Відомості про доходи
